comment,labels
the prime rib was fatty and cold .,0
the food is exceptional as is the staff .,1
i really enjoyed visiting .,1
server said she needed my card and would have to talk to the manager .,0
owner and employee alike no manners and nasty .,0
i do n't know how they get away with selling moldy fruits and vegetables .,0
love it and ca n't wait to go back .,1
"ok no biggie , but then came the food .",0
decided to give them another chance and was disappointed .,0
"as for my mushroom and cheese omelette , the cheese was lacking .",0
i was here once and probably wo n't be back .,0
there were _num_ in our party .,0
we had nachos that were on slightly stale chips .,0
the food is also terrible and overpriced .,0
despite the spa pricing this is not the spa treatment .,0
the pastries are pretty good here too .,1
he was so rude and ruined our friday night .,0
such a great deli .,1
as for trivia - they run a tight ship and it 's a blast !,1
charlotte is so cool .,1
it was tasty and delicious .,1
it was decently greasy and the crust was n't all that special .,0
i ordered a quarter pound they gave me a 1/3 pound .,0
"we finished the meal , paid , and left without tipping .",0
this was explained to us before we ordered .,0
the thermostat must have been set at _num_ .,0
everyone was very friendly i will be going back for sure .,1
the employees are nice but i get the sense it 's managed terribly .,0
we did not have our receipt and could not find it in their system .,0
she has to wait _num_ days to be seen .,0
and a nice atmosphere .,1
best vietnamese in pittsburgh .,1
that 's not what i got .,0
lots of drink choices ... beers ... wines ... mixed drinks .,0
was n't the best either .,0
the performances are always top notch .,1
signed up to have daily paper and never received _num_ paper .,0
"this place is about beer , pure and simple .",1
i can not trust them .,0
i 'm not a beer drinking novice .,0
it was not offensive at all except stating the facts .,0
very authentic yoga program .,1
the best bakery ever !,1
diner _num_ - ordered the lobster roll sandwich .,0
was n't impressed by their sunday brunch .,0
and i was denied priority boarding .,0
always goes out of their way to make things extra special !,1
it 's nothing really special .,0
burger was nice and juicy with that char taste .,1
ridiculous they are that slow .,0
i feel very comfortable here .,1
one of the best shopping experiences ever .,1
"there was no seasoning , or none noticeable .",0
the workers were very nice and funny !,1
"i tried them again , and they 've redeemed themselves .",1
no sauce much and cheap cheese .,0
the food is always amazing !,1
"great service , great staff , great food !",1
i feel bad for the lady that works the paint counter .,0
i thought what i got was very good ... oatmeal cookie sandwich .,1
"however , do not get your nails done here .",0
great line up of top name acts coming to town .,1
one of the best breakfast you can get in the area as well .,1
the samosas we so crispy and tasty .,1
this place wo n't be around for too much longer i 'm sure .,0
"usually go in car , but no more .",0
this is a horrible steak and shake !,0
the best place in the world .,1
last week i stopped by to get the battery of my watch changed .,0
the best coffee in the 'burgh .,1
the service was also bad this trip .,0
i love their crispy fries .,1
would not recommend this company to anyone .,0
crowded with narrow walkways .,0
super expensive but worth it .,1
"food is good , beer is amazing !",1
i can barely taste any calamari or zucchini .,0
i loved the dynamic in this place .,1
"they also have a nice selection of frozen cakes , treats and dairy .",1
"breakfast is cheap , and definitely very poor quality .",0
"small , overcrowded , unfriendly staff .",0
best americano i 've ever had .,1
i do n't recommend this restaurant to anyone .,0
"nice place , good value , great service .",1
you know just your basics for happy living .,1
"they offer about _num_ varieties of schnitzel , and they are all very good .",1
it 's so hard to describe why i love it though .,1
"great food , healthy food .",1
the egg rolls are perfectly crispy without being greasy .,1
i would n't bother to order it again .,0
overall it was a terrible car wash .,0
the chili was not very good either and the fries were pretty tasteless .,0
"if you have an emergency , go to the vca castle shannon animal hospital .",0
"another thing , the starbucks thing is ridiculous .",0
"needless to say , none of us finished our food .",0
i rented a car with this location as the drop off point .,0
soup of day is homemade and lots of specials .,1
they were so greasy and lacked any good flavor in the breading .,0
the sweet tea was amazing !,1
fish tacos were recommended and were basically fried fish sticks .,0
"the staff was courteous , they arrived early and set everything up beautifully .",1
"the chef , however , needs a bit of training .",0
"the sausage was disgusting , and not spicy at all .",0
these are the friendliest people you can find and the coffee is the best .,1
"do n't waste your time here , especially if you have kids .",0
great food and huge portions .,1
"for appetizer , we had the kimchi pancakes , which were not fully cooked .",0
i will not be going back .,0
the breadsticks are alway delish and hard to turn away eating more .,0
this location is no exception to that rule .,0
they always remember your name and ask how the family 's doing .,1
the dining room is also a bit cramped .,0
"i got two sides , french onion soup and potato pancakes .",1
